Title,Abstract,PCE ID,Decision,Publication Year,Publication Type,Reason
Withdrawal symptoms of benzodiazepines in panic disorder patients' pharmacotherapy,"[Purpose] This study compared the withdrawal symptoms of long-acting benzodiazepine (ethyl loflazepate; loflazepate) with those of short-acting benzodiazepine (alprazolam) in combined pharmacotherapy with fluvoxamine (FLV) to treat panic disorder patients. [Methods] The subjects were thirty-two patients meeting the Structured Clinical Interview for Diagnostic and Statistical Manual of Mental Disorders 4th Edition (DSM-IV) criteria for panic disorder. All subjects were outpatients at the Department of Neuropsychiatry, Osaka City University Medical School Hospital. All subjects gave informed consent to participate in this study. The subjects were allocated into two groups; FLV and loflazepate group (n=16) or FLV and alprazolam group (n=16). Based on clinical status, FLV was gradually increased to 150 mg/day and then remained constant for 20 weeks of the trial. The dosages for benzodiazepines (BZs) were increased from 1 to 2 mg/day for loflazepate, and from 0.8 to 1.6 mg/day for alprazolam. After 12 weeks, the respective BZ was gradually reduced by 0.5 mg/day (loflazepate) or 0.4 mg/day (alprazolam) every 2 weeks, then discontinued. To evaluate symptoms of panic disorder, efficacy and side effects, Hamilton Anxiety Scale (HAM-A), Sheehan Disability Scale were used. To evaluate safety and withdrawal symptoms during the tapering of benzodiazepines, the Benzodiazepine Withdrawal Symptom Questionnaire (BWSQ) was used. [Results] Either combination therapy using FLV with loflazepate or alprazolam was effective in the treatment of patients with panic disorder. However, patients treated with FLV and long-acting loflazepate had significantly fewer withdrawal symptoms than patients treated with FLV and short-acting alprazolam. [Conclusions] In combined pharmacotherapy for patients with panic disorder, longer-acting loflazepate combined with FLV had the same effects on the symptoms of panic disorder and fewer withdrawal symptoms than shorter-acting alprazolam during tapering and after discontinuation of BZs. These findings suggested that longer-acting BZs are better suited to the treatment of patients with panic disorder with combined pharmacotherapy using FLV and BZs.",541,Exclude,2009,Article,Disease
"Why psychiatric drugs ""work"": The attribution of positive effects due to psychological factors","While outcome research has attempted to elucidate the real benefit of any treatment through randomized, double-blind studies, the role of placebo and other psychological reactions has been given scant but growing attention. This article examines the nature and power of the placebo in the context of antidepressant therapy. Other factors influencing patient reports of positive response are considered, including emotional blunting, victimization, and rebound. It is concluded that the attribution of healing properties to antidepressant drugs is complex and multifaceted, and that the modest advantage of these drugs over placebo may well derive from psychological, not physiological, factors. © 2008 Springer Publishing Company.",540,Exclude,2008,Article,Review
Where are we going with SSRIs?,"During the past decade the selective serotonin reuptake inhibitors (SSRls) have become established as the treatment of choice for depression. As newer antidepressants become available on the market, it is important to reappraise the position of the SSRIs in the management of depression. This review will address the question: where are we going with the SSRIs? The continued establishment of the SSRIs as first-line treatment for depression will be discussed, focusing on the more rapid onset of antidepressant efficacy seen with pindolol augmentation and the use of SSRIs for treatment of depression in patients with physical illnesses, particularly ischaemic heart disease. The SSRIs have well-documented efficacy in panic disorder and obsessive-compulsive disorder, and paroxetine has recently been licensed for social anxiety disorder/social phobia in some countries. Results will be presented from studies with the SSRIs in new therapeutic areas, including post-traumatic stress disorder and generalized anxiety disorder. Copyright (C) 1999 Elsevier Science B.V.",539,Exclude,1999,Conference Paper,Review
When do you prescribe antidepressants to depressed children? Topical collection on mood disorders,"Major depressive disorder (MDD) in children and adolescents is a public health problem that requires evidence-based management. Our objective is to review available studies, with a PubMed search, and briefly summarize safety and efficacy results of (mostly SSRI) antidepressants in children and adolescents with MDD. Fluoxetine and escitalopram are safe and effective in the treatment of MDD in children and adolescents both in reduction of symptoms, and in remission/response rates. However, response rates are lower than for non-OCD anxiety. Sertraline also had positive results in one study that pooled results from two studies. The number needed to treat (NNT) for MDD is 10, and the number needed to harm (NNH) for suicidality is 112. Methodological limitations in the studies include, mainly, high placebo response rates, associated with multiple study sites, younger patients, and lower MDD severity. Treatment should be maintained close to 1 year after remission, to prevent relapse. FDA-approved fluoxetine and escitalopram are safe and effective in the treatment of pediatric MDD. Sertraline also has some data supporting its efficacy and safety, but is not FDA-approved. The possible modest increase in suicidal ideation in some patients should be known by clinicians, but the risk/benefit ratio is 1 to 11.2 times favorable to using SSRIs in moderate to severe MDD. © 2013 Springer Science+Business Media New York.",538,Exclude,2013,Article,Review
WCA Recommendations for the Long-Term Treatment of Posttraumatic Stress Disorder,"Posttraumatic stress disorder (PTSD) is a common and disabling condition. In addition to combat-related PTSD, the disorder occurs in civilians exposed to severe traumatic events, with the community prevalence rate for the combined populations reaching as high as 12%. If left untreated, PTSD may continue for years after the stressor event, resulting in severe functional and emotional impairment and a dramatic reduction in quality of life, with negative economic consequences for both the sufferer and society as a whole. Although PTSD is often overlooked, diagnosis is relatively straight-forward once a triggering stressor event and the triad of persistent symptoms-reexperiencing the traumatic event, avoiding stimuli associated with the trauma, and hyperarousal-have been identified. However, comorbid conditions of anxiety and depression frequently hamper accurate diagnosis. Treatment for PTSD includes psychotherapy and pharmacotherapy. The latter includes selective serotonin reuptake inhibitors (SSRIs), tricyclic antidepressants, and monoamine oxidase inhibitors. Only SSRIs have been proven effective and safe in long-term randomized controlled trials. Current guidelines from the Expert Consensus Panel for PTSD recommend treatment of chronic PTSD for a minimum of 12-24 months.",537,Exclude,2003,Conference Paper,Review
War trauma and PTSD in Ukraine's civilian population: comparing urban-dwelling to internally displaced persons,"INTRODUCTION: War in Ukraine started in March 2014 when Russia annexed Crimea and continues today in the Donbass region of Eastern Ukraine. Over 1.5 million people in these regions have been displaced from their homes. We conducted this study 36 months after the conflict began and interviewed civilians residing in Ukraine. PURPOSE: This study examines the prevalence of exposure to war trauma, rates of PTSD by symptom clusters, and whether socio-demographic factors are associated with positive scores for PTSD among civilian urban-dwelling and internally displaced persons in Ukraine during the ongoing conflict in its Donbass region. METHODS: Face-to-face interviews were conducted using a multi-stage random sample of the general population in two large cities (Kharkiv and Lviv) in Ukraine (n = 1247) and a purposive sample of internally displaced persons (n = 300), half living in each city. Exposure to trauma, symptom clusters for Posttraumatic Stress Disorder (PTSD), and overall PTSD were assessed. RESULTS: We found widespread direct exposure to conflict-related traumatic events (65%) among internally displaced people (IDPs) compared to a sizable minority (23%) of urban-dwelling people (UDPs). We found elevated prevalence of PTSD symptoms that were also uniformly spread within several socio-demographic factors. There were, however, significant differences in PTSD between (1) IDPs compared to UDPs and (2) those UDPs with Ukrainian compared to Russian ethnic identity, the former of each pair showing increased likelihoods of positive PTSD scores. CONCLUSIONS: Ukraine's adult civilians, enduring the prolonged engagement in war with Russia and Russian separatists, have elevated rates of PTSD. Moreover, those who have been displaced by the ongoing conflict (IDPs) have significantly higher levels of PTSD compared to UDPs.",536,Exclude,2022,Article,Study design
Vintage treatments for PTSD: A reconsideration of tricyclic drugs,"Serotonin (SSRI) and serotonin-norepinephrine (SNRI) reuptake inhibitors (SSRI) are the first-line recommended drug treatments for post-traumatic stress disorder (PTSD); but despite their benefits, much residual pathology remains and no new drugs have yet emerged with a clearly demonstrated benefit for treating the disorder. A case is made that tricyclic drugs deserve a closer look, based on their ability to affect several of the main neurotransmitters that are relevant to PTSD. Their promising efficacy, which was shown 30 years ago, had not been followed up, until a recent trial of desipramine found advantages over a SSRI in PTSD with comorbid alcohol dependence. Opportunities exist for studying newer and purportedly safer tricyclic formulations, as well as further the work with older, established compounds. A reappraisal of their risk:benefit ratio seems in order, when treating PTSD.",533,Exclude,2015,Article,Review
"Venlafaxine XR for major depressive disorder after spinal cord injury: Rationale, results, and recommendations","Objective: To examine the efficacy and tolerability of venlafaxine XR (VFNXR) for major depressive disorder (MDD) in people with SCI. Design: Multisite, randomized (1:1), double-blind, placebo-controlled trial. Subjects were block randomized and stratified by site, prior history of MDD, and lifetime history of substance dependence. Participants/Methods: Participants were recruited from outpatient clinics at 6 SCI treatment centers. Subjects were 18-64, at least 1 month SCI, with DSM-IV MDD or dysthymic disorder and no suicidal intent or plan. The primary outcome was the Hamilton Depression Rating Scale (HAM-D) at 12 weeks. Results: A total of 2,536 people were screened, 133 were randomized, and 126 (95%) were retained. Participants were on average 40 years old, 47% had cervical injuries, and 53% had AIS A SCI. Common comorbidities were chronic pain (94%), substance dependence (47%), and PTSD (48%). Mixed model regression revealed no significant differences between the VFNXR and placebo groups on improvement in depression severity (HAM-D) from baseline to 12 weeks. There was a nonsignificant trend for a larger proportion of people with a history of substance dependence to achieve remission on VFNXR (50%) compared to placebo (25%; P = .06), an effect that was statistically significant among completers (P = .048). Conclusions: Future research should examine the efficacy of alternative treatments (eg, behavior activation, cognitive therapy, physical activity), combined treatment, or intensified treatment approaches. VFNXR may be an effective antidepressant for certain SCI subgroups.",532,Exclude,2013,Conference Abstract,Disease
Venlafaxine in the treatment of panic disorder,"Venlafaxine XR is a novel, dual acting SNRI antidepressant, which inhibits both serotonin and norepinephrine reuptake. Controlled trials have demonstrated the efficacy and safety of venlafaxine in the treatment of panic disorder. Generally well tolerated, with side-effects that usually abate with continued treatment, venlafaxine is an important option to the SSRIs for the treatment of patients with panic disorder. © 2007 Dove Medical Press Limited. All rights reserved.",530,Exclude,2007,Article,Review
Venlafaxine in chronic daily headache,"Objective: To determine efficacy of venlafaxine, a new anti-depressant in the treatment of chronic daily headache. Method: This study was carried out on patients having chronic daily headache at PTT Teaching Hospital Neurology Department, Istanbul. Patients treated with venlafaxine for three months were followed up to determine their response to drug. The results were reported as improvement, no change, or increase in headache frequency. Results: Nineteen of 42 patients reported improvement; 11, no change; 5, an increase in headache frequency and 7 patients gave up treatment because of side effects within fifteen days. The most common side effect was fatigue. Fifteen patients had no side effect. Conclusion: Venlafaxime may be considered as an effective drug for chronic daily headache prophylaxy, especially in patients not taking any other medication. However, placebo controlled studies are needed to confirm these findings.",528,Exclude,2001,Article,Disease
Venlafaxine extended release (XR) for the prophylaxis of migraine and tension-type headache: A retrospective study in a clinical setting,"Objective. - To assess the efficacy of extended-release venlafaxine in the prophylaxis of migraine and chronic tension-type headache. Background. - Venlafaxine, a structurally novel antidepressant, is a selective serotonin-norepinephrine reuptake inhibitor. This study is the first to test the effects of extended-release venlafaxine on headaches. Methods. - Patients were evaluated on a retrospective basis. Fifty-six patients with chronic tension-type headache and 114 patients with migraine were prescribed extended-release venlafaxine. Nearly all the study subjects had been resistant to several previous preventive medications. Patients took venlafaxine for an average of 6 months with a median dose of 150 mg (range, 37.5 to 300 mg). Results. - The mean frequency of headaches in the group with chronic tension-type headache fell from 24.0 to 15.2 per month (P<.0001). The group with migraine showed a reduction from 16.1 to 11.1 headaches per month (P<.0001). The medicine was well tolerated. Conclusions. - This trial indicates that extended-release venlafaxine has potential in headache prophylaxis based on its efficacy and safety profile. We recommend a double-blind, placebo-controlled study to further assess the role of extended-release venlafaxine in headache prevention.",526,Exclude,2000,Article,Study design
VE-MMODE – A randomized controlled trial of Venlafaxine versus Escitalopram for treatment of mild to moderate depression in persons with epilepsy,"Objectives: Depression in persons with epilepsy (PWE) goes undiagnosed and untreated. Despite being common, there are no direct efficacy comparisons of available antidepressants in PWE. Our aim was to compare the effectiveness of Venlafaxine (VEN) and Escitalopram (ESCIT) in comorbid depression in PWE. Methods: In a single-center, prospective, double-blinded randomized controlled trial (RCT) 90 PWE (age ≥18 years) with mild to moderate depression, were randomized in a 1:1 ratio to receive ESCIT (5–20 mg/day) or VEN (37.5–150 mg/day) for 8 weeks. The primary outcome was to study differences in the efficacy, based on the change in scores of the Hamilton depression rating scale (HAM-D) at 8 weeks. Seizure frequency, QOLIE-31, adverse event profile, and medication adherence were secondary outcome measures. Results: Using the NDDI-E scale, we screened 350 PWE, 90 were enrolled. ITT analysis included all participants and the PP analysis included 40 participants to VEN group and 42 to ESCIT group. Baseline mean (±SD) HAM-D scores for both groups were similar (13.53 ± 3.27; 13.02 ± 3.57). The mean difference (95%CI) on HAM-D scores at 8 weeks was found to be significant within both groups (ITT/PP- VEN: 7.75(6.75, 8.79)/7.92 (7.06, 8.78); p < 0.001, ESCIT: 8.21 (7.39, 9.03)/8.23(7.43, 9.04); p < 0.001). However, there was no significant difference in the efficacy of VEN versus ESCIT at 8 weeks. A significant improvement in QOLIE-31 index and seizure frequency was observed from baseline in both the groups. 90% of those on VEN and 92.9% of those using ESCIT adhered to the treatment at week 8. Adverse events were more in VEN group than the ESCIT group. Conclusions: This study found that HAMD scores improved significantly in the ESCIT and VEN groups, despite the fact that there was no clinically meaningful difference observed between the two groups. Trials with a larger sample size and longer duration are required to establish whether ESCIT or VEN is superior.",525,Exclude,2023,Article,Disease
Within-patient association between emotion regulation and outcome in prolonged exposure for posttraumatic stress disorder,"OBJECTIVE: Difficulties with emotion regulation (ER) are a risk factor for the development and maintenance of posttraumatic stress disorder (PTSD). Less is known about temporal relations between ER and PTSD symptom change during treatment, including whether ER may represent a more potent change ingredient for some patients relative to others. This study examined the association between within-patient changes in ER and next-session PTSD symptom change and whether this association was more pronounced for patients with poorer baseline ER, more severe depression, or higher borderline personality disorder symptoms. METHOD: Data derived from a randomized controlled trial (NCT01600456) in which 149 adults with PTSD received up to 10 sessions of prolonged exposure (PE) or PE + sertraline. Patients rated difficulties with ER and PTSD symptoms repeatedly during treatment. Moderators were assessed at baseline. RESULTS: Cross-lagged, dynamic structural equation models revealed that ER improvements were associated with next-session reductions in PTSD (standardized effect = 0.13). PTSD symptom reduction was also associated with next-session ER improvement (standardized effect = 0.34). Moderator analyses revealed that the within-person ER-PTSD symptoms association was stronger for patients with higher baseline depression (standardized effect = 0.39). CONCLUSIONS: Reductions in PTSD symptoms may facilitate ER improvements during PE and PE augmented with sertraline rather than improvements in ER producing changes in PTSD symptoms. For patients with higher severity co-occurring depression, ER may represent a more active change ingredient. PE therapists could therefore consider placing particular emphasis on improving ER capabilities when working with this subgroup of patients. (PsycInfo Database Record (c) 2023 APA, all rights reserved).",542,Exclude,2023,Article in Press,Intervention
Treatment of traumatized refugees with Sertraline versus Venlafaxine in combination with psychotherapy - study protocol for a randomized clinical trial,"Background: Sufficient evidence is lacking to draw final conclusions on the efficiency of medical and psychological treatments of traumatized refugees with PTSD. The pharmacological treatments of choice today for post-traumatic stress disorder are antidepressants from the subgroup selective serotonin reuptake inhibitors, especially Sertraline. The evidence for the use of selective serotonin reuptake inhibitors in the treatment of complex post-traumatic stress disorder in traumatized refugees is very limited. Venlafaxine is a dual-action antidepressant that works on several pathways in the brain. It influences areas in the brain which are responsible for the enhanced anxiety and hyper-arousal experienced by traumatized refugees and which some studies have found to be enlarged among patients suffering from post-traumatic stress disorder.Design: This study will include approximately 150 patients, randomized into two different groups treated with either Sertraline or Venlafaxine. Patients in both groups will receive the same manual-based cognitive behavioral therapy, which has been especially adapted to this group of patients. The treatment period will be 6 to 7 months. The trial endpoints will be post-traumatic stress disorder and depressive symptoms and social functioning, all measured on validated ratings scales. Furthermore the study will examine the relation between a psycho-social resources and treatment outcome based on 15 different possible outcome predictors.Discussion: This study is expected to bring forward new knowledge on treatment and clinical evaluation of traumatized refugees and the results are expected to be used in reference programs and clinical guidelines.Trial registration: ClinicalTrials.gov NCT01569685. © 2013 Sonne et al.; licensee BioMed Central Ltd.",512,Exclude,2013,Article,Study design
